x_real, x_imag, y_real, y_imag
-4.195781772340883897e+00,0.000000000000000000e+00,1.390368629253019961e+01,1.608113584520637929e+01
-4.225509526114957559e+00,0.000000000000000000e+00,1.982462878248485794e+01,1.973704388749214900e+01
-4.098118691326849472e+00,0.000000000000000000e+00,3.275618479172958075e+01,2.784447917302655640e+01
-3.843768066180773157e+00,0.000000000000000000e+00,8.363436033544212478e+01,6.003599497983945099e+01
-3.507063914532328575e+00,0.000000000000000000e+00,-1.833036750979064493e+02,-1.094624082741738391e+02
-3.139385783170805855e+00,0.000000000000000000e+00,-4.575129975624796685e+01,-2.226105815223430184e+01
-2.790356546216659073e+00,0.000000000000000000e+00,-2.675799884845032750e+01,-1.029730463042865374e+01
-2.500000000000000888e+00,0.000000000000000000e+00,-1.919306839323555636e+01,-5.583991862079740187e+00
-2.292976771886952037e+00,0.000000000000000000e+00,-1.512084061730277540e+01,-3.085050229028114543e+00
-2.175878434967374542e+00,0.000000000000000000e+00,-1.257227107480411021e+01,-1.550945559629615111e+00
-2.137969702674949346e+00,0.000000000000000000e+00,-1.082451223691471753e+01,-5.230047430001201203e-01
-2.155112215176739010e+00,0.000000000000000000e+00,-9.549688728070218957e+00,2.067884711624940752e-01
-2.196005658736543964e+00,0.000000000000000000e+00,-8.577536323499499460e+00,7.464277613409000534e-01
-2.229456069258413553e+00,0.000000000000000000e+00,-7.810848263913185541e+00,1.157543953438343820e+00
-2.231207270883505789e+00,0.000000000000000000e+00,-7.190080535431873088e+00,1.477867434646999545e+00
-2.188981230609696738e+00,0.000000000000000000e+00,-6.676717478517604221e+00,1.731784838876750499e+00
-2.104744086694601446e+00,0.000000000000000000e+00,-6.244738461572073795e+00,1.935754591078526765e+00
-1.993774228019844275e+00,0.000000000000000000e+00,-5.875928313678324244e+00,2.101283088709052116e+00
-1.880748558860537711e+00,0.000000000000000000e+00,-5.557152592576303007e+00,2.236653929683559028e+00
-1.793659251210432348e+00,0.000000000000000000e+00,-5.278699924197104210e+00,2.347979931382478735e+00
-1.756810588599361456e+00,0.000000000000000000e+00,-5.033233729469442252e+00,2.439868401140093290e+00
-1.784339171273508162e+00,0.000000000000000000e+00,-4.815107054940216180e+00,2.515855958604037657e+00
-1.875612751022316171e+00,0.000000000000000000e+00,-4.619901770571276600e+00,2.578700958255229381e+00
-2.013509314002074557e+00,0.000000000000000000e+00,-4.444110845501906937e+00,2.630585102491800331e+00
-2.166025798428825144e+00,0.000000000000000000e+00,-4.284914415831400092e+00,2.673255525274157662e+00
-2.291020385188561548e+00,0.000000000000000000e+00,-4.140018851963198188e+00,2.708126889579996366e+00
-2.343277223533162257e+00,0.000000000000000000e+00,-4.007539069523343045e+00,2.736356037623842496e+00
-2.282615996607470610e+00,0.000000000000000000e+00,-3.885911105009076216e+00,2.758897431613845264e+00
-2.081541212360926263e+00,0.000000000000000000e+00,-3.773826246521458039e+00,2.776544913286924654e+00
-1.730982630250178955e+00,0.000000000000000000e+00,-3.670180761626071764e+00,2.789963563981479489e+00
-1.243009996182526500e+00,0.000000000000000000e+00,-3.574037075220187099e+00,2.799714297707672994e+00
-6.499510915353317042e-01,0.000000000000000000e+00,-3.484593464540155061e+00,2.806273048923306312e+00
-2.571758278209441661e-15,0.000000000000000000e+00,-3.401160166869372947e+00,2.810045890920235934e+00
6.499510915353268192e-01,0.000000000000000000e+00,-3.323140369604037136e+00,2.811381056291475389e+00
1.243009996182522281e+00,0.000000000000000000e+00,-3.250014956082750039e+00,2.810578574671417140e+00
1.730982630250175847e+00,0.000000000000000000e+00,-3.181330168267325398e+00,2.807898060315376476e+00
2.081541212360924042e+00,0.000000000000000000e+00,-3.116687554986512954e+00,2.803565050268213454e+00
2.282615996607467501e+00,0.000000000000000000e+00,-3.055735725965532890e+00,2.797776197702564804e+00
2.343277223533165365e+00,0.000000000000000000e+00,-2.998163543676888310e+00,2.790703554006134901e+00
2.291020385188564212e+00,0.000000000000000000e+00,-2.943694468356526261e+00,2.782498120309950806e+00
2.166025798428826921e+00,0.000000000000000000e+00,-2.892081834199148105e+00,2.773292809359452438e+00
2.013509314002073225e+00,0.000000000000000000e+00,-2.843104882311375370e+00,2.763204928424016771e+00
1.875612751022314617e+00,0.000000000000000000e+00,-2.796565412393138939e+00,2.752338270847573654e+00
1.784339171273507940e+00,0.000000000000000000e+00,-2.752284943186195321e+00,2.740784885999262954e+00
1.756810588599362566e+00,0.000000000000000000e+00,-2.710102293520341821e+00,2.728626583570362918e+00
1.793659251210433458e+00,0.000000000000000000e+00,-2.669871512863403851e+00,2.715936217295064736e+00
1.880748558860540376e+00,0.000000000000000000e+00,-2.631460103675104634e+00,2.702778784694704672e+00
1.993774228019845163e+00,0.000000000000000000e+00,-2.594747488558462489e+00,2.689212372640059634e+00
2.104744086694598337e+00,0.000000000000000000e+00,-2.559623683622481494e+00,2.675288973174239082e+00
2.188981230609696293e+00,0.000000000000000000e+00,-2.525988146318780991e+00,2.661055189714670810e+00
2.231207270883505789e+00,0.000000000000000000e+00,-2.493748771457987345e+00,2.646552850268725443e+00
2.229456069258414441e+00,0.000000000000000000e+00,-2.462821013567598527e+00,2.631819541491363879e+00
2.196005658736543964e+00,0.000000000000000000e+00,-2.433127117353291347e+00,2.616889075116747065e+00
2.155112215176739010e+00,0.000000000000000000e+00,-2.404595440985289656e+00,2.601791896424933803e+00
2.137969702674948902e+00,0.000000000000000000e+00,-2.377159859350005178e+00,2.586555442857944698e+00
2.175878434967374098e+00,0.000000000000000000e+00,-2.350759236408701547e+00,2.571204459650197727e+00
2.292976771886951148e+00,0.000000000000000000e+00,-2.325336957466968446e+00,2.555761278264052194e+00
2.499999999999998668e+00,0.000000000000000000e+00,-2.300840513525537645e+00,2.540246062564640361e+00
2.790356546216656408e+00,0.000000000000000000e+00,-2.277221131038948077e+00,2.524677026939211366e+00
3.139385783170802746e+00,0.000000000000000000e+00,-2.254433441377027503e+00,2.509070629948655817e+00
3.507063914532327686e+00,0.000000000000000000e+00,-2.232435185072224826e+00,2.493441746587014229e+00
3.843768066180770937e+00,0.000000000000000000e+00,-2.211186946644865703e+00,2.477803821807135876e+00
4.098118691326851248e+00,0.000000000000000000e+00,-2.190651916351775697e+00,2.462169007586992642e+00
4.225509526114958447e+00,0.000000000000000000e+00,-2.170795675713128592e+00,2.446548285511944698e+00
4.195781772340882121e+00,0.000000000000000000e+00,-2.151586004069934166e+00,2.430951576586678264e+00
3.998635335541735003e+00,0.000000000000000000e+00,-2.132992703799162282e+00,2.415387839755902100e+00
3.645770572246179064e+00,0.000000000000000000e+00,-2.114987442099323545e+00,2.399865160434824674e+00
3.169344732604791659e+00,0.000000000000000000e+00,-2.097543607538964405e+00,2.384390830172752995e+00
2.616997664229887111e+00,0.000000000000000000e+00,-2.080636179776606198e+00,2.368971418437729959e+00
2.044325718339035092e+00,0.000000000000000000e+00,-2.064241611035845914e+00,2.353612837387585532e+00
1.506144121470751163e+00,0.000000000000000000e+00,-2.048337718138062868e+00,2.338320400392199794e+00
1.048090065904152102e+00,0.000000000000000000e+00,-2.032903583975639084e+00,2.323098874966998295e+00
7.000422464373720066e-01,0.000000000000000000e+00,-2.017919467491901209e+00,2.307952530713033745e+00
4.724828284504954956e-01,0.000000000000000000e+00,-2.003366721302441089e+00,2.292885182781208897e+00
3.563716934967886552e-01,0.000000000000000000e+00,-1.989227716215047570e+00,2.277900231321198010e+00
3.264458837311876582e-01,0.000000000000000000e+00,-1.975485771973824356e+00,2.263000697327732347e+00
3.472237666766176956e-01,0.000000000000000000e+00,-1.962125093637955509e+00,2.248189255238065787e+00
3.805029640171618266e-01,0.000000000000000000e+00,-1.949130713057493747e+00,2.233468262608849564e+00
3.928853613568938363e-01,0.000000000000000000e+00,-1.936488434976324058e+00,2.218839787159694765e+00
3.618884183928018916e-01,0.000000000000000000e+00,-1.924184787338439673e+00,2.204305631432719181e+00
2.795026479790925777e-01,0.000000000000000000e+00,-1.912206975415254195e+00,2.189867355304392582e+00
1.525713172056249178e-01,0.000000000000000000e+00,-1.900542839412460605e+00,2.175526296548379257e+00
-8.578717400397354730e-16,0.000000000000000000e+00,-1.889180815252863965e+00,2.161283589634374280e+00
-1.525713172056200329e-01,0.000000000000000000e+00,-1.878109898258296440e+00,2.147140182926802865e+00
-2.795026479790936880e-01,0.000000000000000000e+00,-1.867319609476786990e+00,2.133096854431811629e+00
-3.618884183928005038e-01,0.000000000000000000e+00,-1.856799964441560036e+00,2.119154226219593262e+00
-3.928853613568931147e-01,0.000000000000000000e+00,-1.846541444144399025e+00,2.105312777653098877e+00
-3.805029640171621041e-01,0.000000000000000000e+00,-1.836534968054524875e+00,2.091572857514343298e+00
-3.472237666766211373e-01,0.000000000000000000e+00,-1.826771869005960225e+00,2.077934695138478283e+00
-3.264458837311876582e-01,0.000000000000000000e+00,-1.817243869805778012e+00,2.064398410639158854e+00
-3.563716934967907646e-01,0.000000000000000000e+00,-1.807943061428516573e+00,2.050964024300212518e+00
-4.724828284504934972e-01,0.000000000000000000e+00,-1.798861882669474888e+00,2.037631465211704906e+00
-7.000422464373674547e-01,0.000000000000000000e+00,-1.789993101141765131e+00,2.024400579209307161e+00
-1.048090065904158763e+00,0.000000000000000000e+00,-1.781329795518152181e+00,2.011271136183650832e+00
-1.506144121470758268e+00,0.000000000000000000e+00,-1.772865338920076805e+00,1.998242836801427780e+00
-2.044325718339045750e+00,0.000000000000000000e+00,-1.764593383367115242e+00,1.985315318700382248e+00
-2.616997664229894660e+00,0.000000000000000000e+00,-1.756507845212035512e+00,1.972488162190413785e+00
-3.169344732604791215e+00,0.000000000000000000e+00,-1.748602891481090049e+00,1.959760895508931622e+00
-3.645770572246183949e+00,0.000000000000000000e+00,-1.740872927063155107e+00,1.947132999663733655e+00
-3.998635335541732339e+00,0.000000000000000000e+00,-1.733312582681775904e+00,1.934603912900699774e+00
-4.195781772340880345e+00,0.000000000000000000e+00,-1.725916703594089441e+00,1.922173034814490311e+00
-4.225509526114957559e+00,0.000000000000000000e+00,-1.718680338966326548e+00,1.909839730149391679e+00
-4.098118691326853025e+00,0.000000000000000000e+00,-1.711598731876723622e+00,1.897603332298263723e+00
-3.843768066180770937e+00,0.000000000000000000e+00,-1.704667309908554973e+00,1.885463146534856138e+00
-3.507063914532332127e+00,0.000000000000000000e+00,-1.697881676286670194e+00,1.873418452995155636e+00
-3.139385783170807187e+00,0.000000000000000000e+00,-1.691237601523540190e+00,1.861468509424049067e+00
-2.790356546216660405e+00,0.000000000000000000e+00,-1.684731015543096788e+00,1.849612553714520269e+00
-2.500000000000001776e+00,0.000000000000000000e+00,-1.678358000238214576e+00,1.837849806248055273e+00
-2.292976771886952925e+00,0.000000000000000000e+00,-1.672114782461461058e+00,1.826179472055379005e+00
-2.175878434967375430e+00,0.000000000000000000e+00,-1.665997727380437610e+00,1.814600742806568690e+00
-2.137969702674949346e+00,0.000000000000000000e+00,-1.660003332217921068e+00,1.803112798653305093e+00
-2.155112215176739010e+00,0.000000000000000000e+00,-1.654128220315987274e+00,1.791714809919830120e+00
-2.196005658736546629e+00,0.000000000000000000e+00,-1.648369135525729501e+00,1.780405938666142385e+00
-2.229456069258414885e+00,0.000000000000000000e+00,-1.642722936892828223e+00,1.769185340132367612e+00
-2.231207270883505789e+00,0.000000000000000000e+00,-1.637186593625636899e+00,1.758052164061740807e+00
-2.188981230609696738e+00,0.000000000000000000e+00,-1.631757180321524281e+00,1.747005555927531262e+00
-2.104744086694601890e+00,0.000000000000000000e+00,-1.626431872446559623e+00,1.736044658055948986e+00
-1.993774228019841166e+00,0.000000000000000000e+00,-1.621207942038841665e+00,1.725168610664448821e+00
-1.880748558860541264e+00,0.000000000000000000e+00,-1.616082753638586667e+00,1.714376552815305210e+00
-1.793659251210431460e+00,0.000000000000000000e+00,-1.611053760417244352e+00,1.703667623288867894e+00
-1.756810588599363898e+00,0.000000000000000000e+00,-1.606118500500721247e+00,1.693040961391949484e+00
-1.784339171273507496e+00,0.000000000000000000e+00,-1.601274593478545727e+00,1.682495707694559695e+00
-1.875612751022315283e+00,0.000000000000000000e+00,-1.596519737080150936e+00,1.672031004708359969e+00
-2.013509314002076778e+00,0.000000000000000000e+00,-1.591851704013806934e+00,1.661645997504371142e+00
-2.166025798428822036e+00,0.000000000000000000e+00,-1.587268338959702207e+00,1.651339834284315966e+00
-2.291020385188564656e+00,0.000000000000000000e+00,-1.582767555704980289e+00,1.641111666896537757e+00
-2.343277223533159592e+00,0.000000000000000000e+00,-1.578347334416262182e+00,1.630960651311797349e+00
-2.282615996607471054e+00,0.000000000000000000e+00,-1.574005719040767692e+00,1.620885948051935754e+00
-2.081541212360927151e+00,0.000000000000000000e+00,-1.569740814826229514e+00,1.610886722584076614e+00
-1.730982630250184950e+00,0.000000000000000000e+00,-1.565550785960313052e+00,1.600962145674339920e+00
-1.243009996182522947e+00,0.000000000000000000e+00,-1.561433853310636000e+00,1.591111393713565914e+00
-6.499510915353309271e-01,0.000000000000000000e+00,-1.557388292279352271e+00,1.581333649005355779e+00
-5.143516556418883322e-15,0.000000000000000000e+00,-1.553412430744148143e+00,1.571628100031208675e+00
6.499510915353396978e-01,0.000000000000000000e+00,-1.549504647098388421e+00,1.561993941683579967e+00
1.243009996182514509e+00,0.000000000000000000e+00,-1.545663368374939894e+00,1.552430375474256996e+00
1.730982630250180287e+00,0.000000000000000000e+00,-1.541887068453085874e+00,1.542936609729601560e+00
2.081541212360923154e+00,0.000000000000000000e+00,-1.538174266346503893e+00,1.533511859747399564e+00
2.282615996607461728e+00,0.000000000000000000e+00,-1.534523524568145447e+00,1.524155347950900019e+00
2.343277223533159148e+00,0.000000000000000000e+00,-1.530933447553992632e+00,1.514866304008071651e+00
2.291020385188569541e+00,0.000000000000000000e+00,-1.527402680170357074e+00,1.505643964953508052e+00
2.166025798428824256e+00,0.000000000000000000e+00,-1.523929906274935853e+00,1.496487575270839754e+00
2.013509314002078554e+00,0.000000000000000000e+00,-1.520513847337720881e+00,1.487396386981719054e+00
1.875612751022315061e+00,0.000000000000000000e+00,-1.517153261124621899e+00,1.478369659711563866e+00
1.784339171273508828e+00,0.000000000000000000e+00,-1.513846940440112698e+00,1.469406660741316983e+00
1.756810588599360123e+00,0.000000000000000000e+00,-1.510593711908032155e+00,1.460506665049565500e+00
1.793659251210430350e+00,0.000000000000000000e+00,-1.507392434814337046e+00,1.451668955347907630e+00
1.880748558860536601e+00,0.000000000000000000e+00,-1.504241999993108259e+00,1.442892822100787953e+00
1.993774228019839390e+00,0.000000000000000000e+00,-1.501141328760319027e+00,1.434177563538558076e+00
2.104744086694599225e+00,0.000000000000000000e+00,-1.498089371883816412e+00,1.425522485661665728e+00
2.188981230609696293e+00,0.000000000000000000e+00,-1.495085108602141721e+00,1.416926902239415309e+00
2.231207270883505789e+00,0.000000000000000000e+00,-1.492127545679896805e+00,1.408390134796885462e+00
2.229456069258415329e+00,0.000000000000000000e+00,-1.489215716496977704e+00,1.399911512599065322e+00
2.196005658736544852e+00,0.000000000000000000e+00,-1.486348680178303017e+00,1.391490372628491068e+00
2.155112215176739010e+00,0.000000000000000000e+00,-1.483525520754391813e+00,1.383126059555658038e+00
2.137969702674948902e+00,0.000000000000000000e+00,-1.480745346355994752e+00,1.374817925705555943e+00
2.175878434967374098e+00,0.000000000000000000e+00,-1.478007288439762812e+00,1.366565331020031193e+00
2.292976771886954701e+00,0.000000000000000000e+00,-1.475310501041284805e+00,1.358367643012812209e+00
2.499999999999997780e+00,0.000000000000000000e+00,-1.472654160058532113e+00,1.350224236726357718e+00
2.790356546216664846e+00,0.000000000000000000e+00,-1.470037462562974628e+00,1.342134494679220413e+00
3.139385783170801414e+00,0.000000000000000000e+00,-1.467459626133519546e+00,1.334097806813834719e+00
3.507063914532333015e+00,0.000000000000000000e+00,-1.464919888219724742e+00,1.326113570440938361e+00
3.843768066180766496e+00,0.000000000000000000e+00,-1.462417505523575523e+00,1.318181190178427720e+00
4.098118691326856577e+00,0.000000000000000000e+00,-1.459951753408070818e+00,1.310300077892198489e+00
4.225509526114956671e+00,0.000000000000000000e+00,-1.457521925322953438e+00,1.302469652632230579e+00
4.195781772340884785e+00,0.000000000000000000e+00,-1.455127332258946860e+00,1.294689340568081271e+00
3.998635335541735891e+00,0.000000000000000000e+00,-1.452767302213495704e+00,1.286958574920184173e+00
3.645770572246191055e+00,0.000000000000000000e+00,-1.450441179679088588e+00,1.279276795892835938e+00
3.169344732604792991e+00,0.000000000000000000e+00,-1.448148325151059179e+00,1.271643450602145897e+00
2.616997664229902654e+00,0.000000000000000000e+00,-1.445888114650390577e+00,1.264057993011583392e+00
2.044325718339037756e+00,0.000000000000000000e+00,-1.443659939268498782e+00,1.256519883849455788e+00
1.506144121470765818e+00,0.000000000000000000e+00,-1.441463204715565105e+00,1.249028590547518469e+00
1.048090065904153656e+00,0.000000000000000000e+00,-1.439297330905390915e+00,1.241583587159284185e+00
7.000422464373718956e-01,0.000000000000000000e+00,-1.437161751530983800e+00,1.234184354288581531e+00
4.724828284504918874e-01,0.000000000000000000e+00,-1.435055913672199424e+00,1.226830379016490724e+00
3.563716934967919303e-01,0.000000000000000000e+00,-1.432979277410188601e+00,1.219521154824626308e+00
3.264458837311887685e-01,0.000000000000000000e+00,-1.430931315454103014e+00,1.212256181521293996e+00
3.472237666766206932e-01,0.000000000000000000e+00,-1.428911512784537763e+00,1.205034965164532679e+00
3.805029640171628258e-01,0.000000000000000000e+00,-1.426919366302527692e+00,1.197857017988042116e+00
3.928853613568931147e-01,0.000000000000000000e+00,-1.424954384498590798e+00,1.190721858326895699e+00
3.618884183927995601e-01,0.000000000000000000e+00,-1.423016087125432705e+00,1.183629010538268744e+00
2.795026479790952978e-01,0.000000000000000000e+00,-1.421104004885751948e+00,1.176578004931137400e+00
1.525713172056238354e-01,0.000000000000000000e+00,-1.419217679128477627e+00,1.169568377688069205e+00
3.307165338334442183e-15,0.000000000000000000e+00,-1.417356661557199971e+00,1.162599670791554018e+00
-1.525713172056210876e-01,0.000000000000000000e+00,-1.415520513944174219e+00,1.155671431949311767e+00
-2.795026479790909679e-01,0.000000000000000000e+00,-1.413708807857234184e+00,1.148783214520681106e+00
-3.618884183928010589e-01,0.000000000000000000e+00,-1.411921124394647897e+00,1.141934577442288656e+00
-3.928853613568937253e-01,0.000000000000000000e+00,-1.410157053926286874e+00,1.135125085156593716e+00
-3.805029640171628813e-01,0.000000000000000000e+00,-1.408416195847381092e+00,1.128354307536896695e+00
-3.472237666766225250e-01,0.000000000000000000e+00,-1.406698158336810778e+00,1.121621819816137844e+00
-3.264458837311789985e-01,0.000000000000000000e+00,-1.405002558120483247e+00,1.114927202515575644e+00
-3.563716934967874894e-01,0.000000000000000000e+00,-1.403329020251699699e+00,1.108270041373564663e+00
-4.724828284504953846e-01,0.000000000000000000e+00,-1.401677177886365921e+00,1.101649927274039875e+00
-7.000422464373654563e-01,0.000000000000000000e+00,-1.400046672073911758e+00,1.095066456179469405e+00
-1.048090065904146329e+00,0.000000000000000000e+00,-1.398437151551662261e+00,1.088519229057917315e+00
-1.506144121470747166e+00,0.000000000000000000e+00,-1.396848272544817249e+00,1.082007851817014199e+00
-2.044325718339023545e+00,0.000000000000000000e+00,-1.395279698574647398e+00,1.075531935235833458e+00
-2.616997664229905762e+00,0.000000000000000000e+00,-1.393731100269206991e+00,1.069091094896094774e+00
-3.169344732604770787e+00,0.000000000000000000e+00,-1.392202155184158130e+00,1.062684951118399113e+00
-3.645770572246180397e+00,0.000000000000000000e+00,-1.390692547625519637e+00,1.056313128893691555e+00
-3.998635335541735003e+00,0.000000000000000000e+00,-1.389201968479412130e+00,1.049975257820179309e+00
-4.195781772340883009e+00,0.000000000000000000e+00,-1.387730115046519330e+00,1.043670972037606504e+00
-4.225509526114960224e+00,0.000000000000000000e+00,-1.386276690880205109e+00,1.037399910165063943e+00
-4.098118691326851248e+00,0.000000000000000000e+00,-1.384841405633077116e+00,1.031161715237182364e+00
-3.843768066180775378e+00,0.000000000000000000e+00,-1.383423974903541520e+00,1.024956034642080738e+00
-3.507063914532321469e+00,0.000000000000000000e+00,-1.382024120089998753e+00,1.018782520060488750e+00
-3.139385783170811628e+00,0.000000000000000000e+00,-1.380641568247616746e+00,1.012640827405146382e+00
-2.790356546216653744e+00,0.000000000000000000e+00,-1.379276051950688142e+00,1.006530616760034746e+00
-2.500000000000009770e+00,0.000000000000000000e+00,-1.377927309158000213e+00,1.000451552323361248e+00
-2.292976771886948040e+00,0.000000000000000000e+00,-1.376595083082867266e+00,9.944033023449456721e-01
-2.175878434967371877e+00,0.000000000000000000e+00,-1.375279122061359605e+00,9.883855390756122183e-01
-2.137969702674953343e+00,0.000000000000000000e+00,-1.373979179441401577e+00,9.823979387052288459e-01
-2.155112215176742119e+00,0.000000000000000000e+00,-1.372695013449030110e+00,9.764401813040652911e-01
-2.196005658736548849e+00,0.000000000000000000e+00,-1.371426387079549114e+00,9.705119507754076391e-01
-2.229456069258416662e+00,0.000000000000000000e+00,-1.370173067984510329e+00,9.646129347946463817e-01
